# schema=v5.native_operator_error_map.v1
# source_count=556
# interpreter_fixed_count=197
# dynamic_format_count=358
# inventory_sha256=0ba0c29826e96f54f574a8db9c6319d29f79c08082cacf170ea8bf4163e7b175
source_id	origin	native_pattern_json	reason_cn_json	handling_group
NCE_POCKET_MAX_TOO_LARGE	INTERPRETER_FIXED	"Pocket max too large"	"刀袋最大值过大"	PROGRAM_SYNTAX
NCE_P_WORD_MISSING_WITH_G76	INTERPRETER_FIXED	"P word missing with G76"	"P字缺少的 G76"	PROGRAM_SYNTAX
NCE_QUEUE_IS_NOT_EMPTY_AFTER_INPUT	INTERPRETER_FIXED	"Queue is not empty after external input"	"外部输入后队列不为空"	PROGRAM_SYNTAX
NCE_QUEUE_IS_NOT_EMPTY_AFTER_PROBING	INTERPRETER_FIXED	"Queue is not empty after probing"	"探测后队列不为空"	MOTION_PROBE
NCE_Q_WORD_MISSING_WITH_G73	INTERPRETER_FIXED	"Q word missing with g73"	"g73缺少Q字"	PROGRAM_SYNTAX
NCE_Q_WORD_MISSING_WITH_G83	INTERPRETER_FIXED	"Q word missing with g83"	"g83缺少Q字"	PROGRAM_SYNTAX
NCE_RADIUS_COMP_ONLY_IN_XY_OR_XZ	INTERPRETER_FIXED	"Cutter radius compensation allowed only in XY, XZ planes"	"只允许在XY，XZ平面使用刀具半径补偿"	PROGRAM_GEOMETRY
NCE_R_CLEARANCE_PLANE_UNSPECIFIED_IN_CYCLE	INTERPRETER_FIXED	"R clearance plane unspecified in cycle"	"在VW平面固定循环中未指定U值"	PROGRAM_GEOMETRY
NCE_R_I_J_K_WORDS_ALL_MISSING_FOR_ARC	INTERPRETER_FIXED	"R i j k words all missing for arc"	"R i j k所有缺少的弧的字"	PROGRAM_GEOMETRY
NCE_R_LESS_THAN_U_IN_CYCLE_IN_VW_PLANE	INTERPRETER_FIXED	"R less than U in cycle in VW plane"	"R在VW平面上的循环小于U"	PROGRAM_GEOMETRY
NCE_R_LESS_THAN_V_IN_CYCLE_IN_UW_PLANE	INTERPRETER_FIXED	"R less than V in cycle in UW plane"	"R在UW 平面上的循环小于V"	PROGRAM_GEOMETRY
NCE_R_LESS_THAN_W_IN_CYCLE_IN_UV_PLANE	INTERPRETER_FIXED	"R less than W in cycle in UV plane"	"R在UV平面上的循环小于W"	PROGRAM_GEOMETRY
NCE_R_LESS_THAN_X_IN_CYCLE_IN_YZ_PLANE	INTERPRETER_FIXED	"R less than x in cycle in yz plane"	"R在VW平面上的循环小于U"	PROGRAM_GEOMETRY
NCE_R_LESS_THAN_Y_IN_CYCLE_IN_XZ_PLANE	INTERPRETER_FIXED	"R less than y in cycle in xz plane"	"R在VW平面上的循环小于U"	PROGRAM_GEOMETRY
NCE_R_LESS_THAN_Z_IN_CYCLE_IN_XY_PLANE	INTERPRETER_FIXED	"R less than z in cycle in xy plane"	"R在VW平面上的循环小于U"	PROGRAM_GEOMETRY
NCE_R_WORD_WITH_NO_G_CODE_THAT_USES_IT	INTERPRETER_FIXED	"R word with no g code that uses it"	"R字，没有使用它的g代码"	PROGRAM_SYNTAX
NCE_SLASH_MISSING_AFTER_FIRST_ATAN_ARGUMENT	INTERPRETER_FIXED	"Slash missing after first atan argument"	"在第一次atan论据之后，反斜杠不见了"	PROGRAM_SYNTAX
NCE_SPINDLE_NOT_TURNING_CLOCKWISE_IN_G84	INTERPRETER_FIXED	"Spindle not turning clockwise in g84"	"在g84中主轴不顺转"	SPINDLE
NCE_SPINDLE_NOT_TURNING_IN_G86	INTERPRETER_FIXED	"Spindle not turning in g86"	"在G86中主轴不转"	SPINDLE
NCE_SPINDLE_NOT_TURNING_IN_G87	INTERPRETER_FIXED	"Spindle not turning in g87"	"在G87中主轴不转"	SPINDLE
NCE_SPINDLE_NOT_TURNING_IN_G88	INTERPRETER_FIXED	"Spindle not turning in g88"	"在G88中主轴不转"	SPINDLE
NCE_SSCANF_FAILED	INTERPRETER_FIXED	"Sscanf failed"	"Sscanf函数失败"	PROGRAM_SYNTAX
NCE_START_POINT_TOO_CLOSE_TO_PROBE_POINT	INTERPRETER_FIXED	"Start point too close to probe point"	"起点太靠近探测点"	MOTION_PROBE
NCE_S_WORD_MISSING_WITH_G96	INTERPRETER_FIXED	"S word missing with G96"	"S字缺少的 G96"	PROGRAM_SYNTAX
NCE_TOOL_RADIUS_NOT_LESS_THAN_ARC_RADIUS_WITH_COMP	INTERPRETER_FIXED	"Tool radius not less than arc radius with comp"	"刀具半径不小于圆弧半径"	TOOL
NCE_TOO_MANY_M_CODES_ON_LINE	INTERPRETER_FIXED	"Too many m codes on line"	"线上的m代码太多了"	PROGRAM_SYNTAX
NCE_TOO_MANY_OWORD_LABELS	INTERPRETER_FIXED	"Too many oword labels"	"太多oword标签"	PROGRAM_SYNTAX
NCE_TOO_MANY_SUBROUTINE_LEVELS	INTERPRETER_FIXED	"Too many subroutine levels"	"子程序级别太多"	PROGRAM_FLOW
NCE_TOO_MANY_SUBROUTINE_PARAMETERS	INTERPRETER_FIXED	"Too many subroutine parameters"	"子程序参数太多"	PROGRAM_FLOW
NCE_TWO_G_CODES_USED_FROM_SAME_MODAL_GROUP	INTERPRETER_FIXED	"Two g codes used from same modal group"	"在同一个模式組使用两个G代码"	PROGRAM_SYNTAX
NCE_TWO_M_CODES_USED_FROM_SAME_MODAL_GROUP	INTERPRETER_FIXED	"Two m codes used from same modal group"	"在同一个模式組使用两个M代码"	PROGRAM_SYNTAX
NCE_TXX_MISSING_FOR_M6	INTERPRETER_FIXED	"Need tool prepared -Txx- for toolchange"	"需要准备刀具 -TXX- 进行刀"	TOOL
NCE_UNABLE_TO_OPEN_FILE	INTERPRETER_FIXED	"Unable to open file <%s>"	"无法打开文件<%s>"	PROGRAM_FILE
NCE_UNCLOSED_COMMENT_FOUND	INTERPRETER_FIXED	"Unclosed comment found"	"发现未闭合的批注"	PROGRAM_SYNTAX
NCE_UNCLOSED_EXPRESSION	INTERPRETER_FIXED	"Unclosed expression"	"未闭合的表达式"	PROGRAM_SYNTAX
NCE_UNKNOWN_COMMAND_IN_O_LINE	INTERPRETER_FIXED	"Unknown control command in o word"	"未知控制指令在O字"	PROGRAM_SYNTAX
NCE_UNKNOWN_G_CODE_USED	INTERPRETER_FIXED	"Unknown g code used"	"使用未知的g代码"	PROGRAM_SYNTAX
NCE_UNKNOWN_M_CODE_USED	INTERPRETER_FIXED	"Unknown m code used: M%d"	"使用的未知m代码: M%d"	PROGRAM_SYNTAX
NCE_UNKNOWN_OPERATION	INTERPRETER_FIXED	"Unknown operation"	"未知操作"	PROGRAM_SYNTAX
NCE_UNKNOWN_OPERATION_NAME_STARTING_WITH_A	INTERPRETER_FIXED	"Unknown operation name starting with a"	"未知操作名称以a开头"	PROGRAM_SYNTAX
NCE_UNKNOWN_OPERATION_NAME_STARTING_WITH_E	INTERPRETER_FIXED	"Unknown operation name starting with e"	"未知操作名称以e开始"	PROGRAM_SYNTAX
NCE_UNKNOWN_OPERATION_NAME_STARTING_WITH_G	INTERPRETER_FIXED	"Unknown operation name starting with g"	"未知操作名称以g开始"	PROGRAM_SYNTAX
NCE_UNKNOWN_OPERATION_NAME_STARTING_WITH_L	INTERPRETER_FIXED	"Unknown operation name starting with l"	"未知操作名称以l开始"	PROGRAM_SYNTAX
NCE_UNKNOWN_OPERATION_NAME_STARTING_WITH_M	INTERPRETER_FIXED	"Unknown operation name starting with m"	"未知操作名称以m开头"	PROGRAM_SYNTAX
NCE_UNKNOWN_OPERATION_NAME_STARTING_WITH_N	INTERPRETER_FIXED	"Unknown operation name starting with n"	"未知操作名称以n开始"	PROGRAM_SYNTAX
NCE_UNKNOWN_OPERATION_NAME_STARTING_WITH_O	INTERPRETER_FIXED	"Unknown operation name starting with o"	"未知操作名称以o开头"	PROGRAM_SYNTAX
NCE_UNKNOWN_OPERATION_NAME_STARTING_WITH_X	INTERPRETER_FIXED	"Unknown operation name starting with x"	"未知操作名称以x开头"	PROGRAM_SYNTAX
NCE_UNKNOWN_OWORD_NUMBER	INTERPRETER_FIXED	"Unknown oword number"	"未知oword号"	PROGRAM_SYNTAX
NCE_UNKNOWN_WORD_STARTING_WITH_A	INTERPRETER_FIXED	"Unknown word starting with a"	"未知字以a开头"	PROGRAM_SYNTAX
NCE_UNKNOWN_WORD_STARTING_WITH_C	INTERPRETER_FIXED	"Unknown word starting with c"	"未知字以c开头"	PROGRAM_SYNTAX
NCE_UNKNOWN_WORD_STARTING_WITH_E	INTERPRETER_FIXED	"Unknown word starting with e"	"未知字以e开头"	PROGRAM_SYNTAX
NCE_UNKNOWN_WORD_STARTING_WITH_F	INTERPRETER_FIXED	"Unknown word starting with f"	"未知字以f开头"	PROGRAM_SYNTAX
NCE_UNKNOWN_WORD_STARTING_WITH_L	INTERPRETER_FIXED	"Unknown word starting with l"	"未知字以l开头"	PROGRAM_SYNTAX
NCE_UNKNOWN_WORD_STARTING_WITH_R	INTERPRETER_FIXED	"Unknown word starting with r"	"未知字以r开头"	PROGRAM_SYNTAX
NCE_UNKNOWN_WORD_STARTING_WITH_S	INTERPRETER_FIXED	"Unknown word starting with s"	"未知字以s开头"	PROGRAM_SYNTAX
NCE_UNKNOWN_WORD_STARTING_WITH_T	INTERPRETER_FIXED	"Unknown word starting with t"	"未知字以t开头"	PROGRAM_SYNTAX
NCE_UNKNOWN_WORD_WHERE_UNARY_OPERATION_COULD_BE	INTERPRETER_FIXED	"Unknown word where unary operation could be"	"一元操作可能是未知的字"	PROGRAM_SYNTAX
NCE_U_VALUE_UNSPECIFIED_IN_VW_PLANE_CANNED_CYCLE	INTERPRETER_FIXED	"U value unspecified in VW plane canned cycle"	"在VW平面固定循环中未指定U值"	PROGRAM_GEOMETRY
NCE_V_VALUE_UNSPECIFIED_IN_UW_PLANE_CANNED_CYCLE	INTERPRETER_FIXED	"V value unspecified in UW plane canned cycle"	"在UW平面固定循环中未指定V值"	PROGRAM_GEOMETRY
NCE_W_VALUE_UNSPECIFIED_IN_UV_PLANE_CANNED_CYCLE	INTERPRETER_FIXED	"W value unspecified in UV plane canned cycle"	"在UV平面固定循环中未指定W值"	PROGRAM_GEOMETRY
NCE_X_AND_Y_WORDS_MISSING_FOR_ARC_IN_XY_PLANE	INTERPRETER_FIXED	"X and y words missing for arc in xy plane"	"在xy平面上，X和Y字缺少弧"	PROGRAM_GEOMETRY
NCE_X_AND_Z_WORDS_MISSING_FOR_ARC_IN_XZ_PLANE	INTERPRETER_FIXED	"X and z words missing for arc in xz plane"	"在xz平面中，X和Z字缺少弧"	PROGRAM_GEOMETRY
NCE_X_VALUE_UNSPECIFIED_IN_YZ_PLANE_CANNED_CYCLE	INTERPRETER_FIXED	"X value unspecified in yz plane canned cycle"	"X值在yz平面固定循环中未指定"	PROGRAM_GEOMETRY
NCE_Y_AND_Z_WORDS_MISSING_FOR_ARC_IN_YZ_PLANE	INTERPRETER_FIXED	"Y and z words missing for arc in yz plane"	"在yz平面上，Y和z字缺少弧"	PROGRAM_GEOMETRY
NCE_Y_VALUE_UNSPECIFIED_IN_XZ_PLANE_CANNED_CYCLE	INTERPRETER_FIXED	"Y value unspecified in xz plane canned cycle"	"Y值在xz平面固定循环中未指定"	PROGRAM_GEOMETRY
NCE_ZERO_OR_NEGATIVE_ARGUMENT_TO_LN	INTERPRETER_FIXED	"Zero or negative argument to ln"	"零或负参数 ln"	PROGRAM_SYNTAX
NCE_ZERO_RADIUS_ARC	INTERPRETER_FIXED	"Zero radius arc"	"零半径弧"	PROGRAM_GEOMETRY
NCE_ZERO_TIMEOUT_WITH_WAIT_NOT_IMMEDIATE	INTERPRETER_FIXED	"Zero timeout with wait type != immediate return"	"零超时的等待类型 !=立即返回"	PROGRAM_SYNTAX
NCE_Z_VALUE_UNSPECIFIED_IN_XY_PLANE_CANNED_CYCLE	INTERPRETER_FIXED	"Z value unspecified in xy plane canned cycle"	"Z值在xy平面固定循环中未指定"	PROGRAM_GEOMETRY
TASK_FMT_048A78A7BE63	emcOperatorError:task/emctaskmain.cc	"Must be in MDI mode to issue MDI command"	"必须在MDI模式下才能发出MDI指令"	MACHINE_MODE
TASK_FMT_0BF86437E1AE	emcOperatorError:task/emctaskmain.cc	"can't open %s"	"无法打开%s"	PROGRAM_FILE
TASK_FMT_13BF0FD6A7E7	emcOperatorError:task/emctaskmain.cc	"Can't switch mode while mode is AUTO and interpreter is not IDLE"	"自动模式下解释器不空闲时无法切换至其他模式"	MACHINE_MODE
TASK_FMT_155A43B83C1B	emcOperatorError:task/emctaskmain.cc	"can't do that (%s) in auto mode with the interpreter reading"	"自动模式下解释器读取时，无法在执行此操作(%s)"	MACHINE_MODE
TASK_FMT_187F4C3F2088	emcOperatorError:task/emctaskmain.cc	"can't do that (%s:%d) in MDI mode"	"MDI模式下，无法执行此操作(%s:%d)"	MACHINE_MODE
TASK_FMT_1DB0B2742B81	CANON_ERROR:task/emccanon.cc	"external length units are zero"	"长度单位比例不能为0"	CONFIG
TASK_FMT_1E9D61148BCE	emcOperatorError:task/emctaskmain.cc	"wait for orient complete: FAULTED code=%d"	"主轴定向失败（故障码%d）"	SPINDLE
TASK_FMT_2F4B861C51BC	emcOperatorError:task/emctaskmain.cc	"command (%s) cannot be executed until the machine is out of E-stop and turned on"	"在解除急停开关及开启设备电源之前，无法执行此操作(%s)"	SAFETY_ENABLE
TASK_FMT_3B2EF1E85D3B	CANON_ERROR:task/emccanon.cc	"external angle units are zero"	"角度单位比例不能为0"	CONFIG
TASK_FMT_5F6522CFBC3F	emcOperatorError:task/emctaskmain.cc	"Can't issue MDI command when not homed"	"未返回原点时无法发出MDI指令"	MOTION_HOME
TASK_FMT_62E1F0932379	emcOperatorError:task/emctaskmain.cc	"wait for orient complete: TIMED OUT"	"主轴定向等待超时"	SPINDLE
TASK_FMT_6605BE5830FC	emcOperatorError:task/emctaskmain.cc	"Can't run a program when not homed"	"未返回原点时无法运行程序"	MOTION_HOME
TASK_FMT_66A86639096C	emcOperatorError:task/emctaskmain.cc	"can't do that (%s) in auto mode with the interpreter paused"	"自动模式下解释器暂停时，无法在执行此操作 (%s)"	MACHINE_MODE
TASK_FMT_70DEF93740CF	CANON_ERROR:task/emccanon.cc	"Can't set plane in UVW axes, assuming XY"	"UVW轴不支持当前平面选择，系统已改用XY平面"	PROGRAM_GEOMETRY
TASK_FMT_71643D285DD0	emcOperatorError:task/emctaskmain.cc	"can't do that (%s) in auto mode with the interpreter waiting"	"自动模式下解释器等待时，无法在执行此操作 (%s)"	MACHINE_MODE
TASK_FMT_8256667903B3	emcOperatorError:task/emctask.cc	"Ignoring task mode change while jogging"	"点动期间不能切换运行模式，本次切换已忽略"	MOTION_JOG
TASK_FMT_895458ABADB5	emcOperatorError:task/emctaskmain.cc	"can't do that (%s:%d) in manual mode"	"手动模式下无法执行此操作(%s:%d)"	MACHINE_MODE
TASK_FMT_97E7CFBC2F84	emcOperatorError:task/emctaskmain.cc	"Unknown Wait Mode"	"等待模式无效"	INTERNAL
TASK_FMT_A942D18CA87E	emcOperatorError:task/emctaskmain.cc	"failed to close file"	"关闭文件时发生错误"	PROGRAM_FILE
TASK_FMT_AB05E945D33E	CANON_ERROR:task/emccanon.cc	"non-standard length units, setting interpreter to mm"	"长度单位不受支持，系统已按毫米处理"	CONFIG
TASK_FMT_D8EA0D58D356	emcOperatorError:task/emctaskmain.cc	"On Soft Limit"	"已触发软限位"	MOTION_LIMIT
TASK_FMT_DA864B5C07E7	emcOperatorError:task/emctaskmain.cc	"Identity kinematics are MISCONFIGURED"	"运动学配置不正确"	MOTION_KINEMATICS
TASK_FMT_E688B1CF05E2	emcOperatorError:task/backtrace.cc	"backtrace for %s (pid %s signal %d): gdb failed to start"	"控制任务%s异常退出，且诊断信息生成失败"	INTERNAL
TASK_FMT_EF08C75BC86F	emcOperatorError:task/taskclass.cc	"return_int(%s): %s"	"扩展调用%s返回失败"	INTERNAL
TASK_FMT_F3575460BE30	emcOperatorError:task/emctaskmain.cc	"can't do that (%s) in auto mode with the interpreter idle"	"自动模式下解释器空闲时，无法在执行此操作(%s)"	MACHINE_MODE
TASK_FMT_F726C8893629	emcOperatorError:task/taskclass.cc	"return_int(%s): expected int return value, got '%s' (%s)"	"扩展调用%s应返回整数，但返回值类型无效"	PROGRAM_FLOW
TASK_FMT_FAAF0C0B1DE5	emcOperatorError:task/taskclass.cc	"emcPluginCall: Python plugin not initialized"	"扩展指令功能尚未初始化"	INTERNAL
TASK_FMT_FDE4F4799AC6	emcOperatorError:task/backtrace.cc	"%s (pid %d) died on signal %d, backtrace stored in %s"	"控制任务%s（进程%d）因信号%d异常退出，诊断记录位于%s"	INTERNAL
RTAPI_FMT_095C0B454AF3	rtapi_print_msg:rtapi/uspace_rtapi_app.cc	"Unexpected realtime delay on task %d with period %ld\nThis Message will only display once per session.\nRun the Latency Test and resolve before continuing.\n"	"控制周期未能按%2$ld纳秒设定节拍及时执行，当前实时性不可信"	CONTROL_REALTIME
